AccNum	ClustName	GenContext.orig	DomArch.Pfam	DomArch.orig	Length	GeneName	Lineage	Species.orig	GCA_ID
XP_002945928.1	EP1+WW	EP1+WW*->	DUF5401+WW	EP1+WW	1157	VOLCADRAFT_86404	eukaryota>viridiplantae>chlorophyta	Volvox carteri f. nagariensis	GCF_000143455.1
XP_006676985.1	SIG+EP1+MIP-T3	SIG+EP1+MIP-T3*->	SIG+DUF5401+Pneumo_att_G	SIG+EP1+MIP-T3	858	BATDEDRAFT_86542	eukaryota>fungi>chytridiomycota	Batrachochytrium dendrobatidis JAM81	GCF_000203795.1
EIE91314.1	EAD9	EAD9*->	Spc7+Mcp5_PH	EAD9	1186	RO3G_16025	eukaryota>fungi	Rhizopus delemar RA 99-880	GCA_000149305.1
CEM12237.1	EP1+VWA+TM	<-EP1+VWA+TM*	DUF5401+VWA_2+WDCP+TM	EP1+VWA+TM	1822	Vbra_15332	eukaryota>alveolata	Vitrella brassicaformis CCMP3155	GCA_001179505.1
EUB57437.1	EFHAND+EP1+SH3+SH3+SH3+SH3+C2+TM	EFHAND+EP1+SH3+SH3+SH3+SH3+C2+TM*->	EF-hand_4+EF-hand_4+DUF390+SH3_9+SH3_9+SH3_9+SH3_1+RhoGEF+PH_13+C2+TM+Renin_r	EFHAND+EP1+SH3+SH3+SH3+SH3+C2+TM	1755	EGR_07679	eukaryota>metazoa	Echinococcus granulosus	GCA_000524195.1
XP_001564489.2	MA+EP1+MA	MA+EP1+MA*->	APG6+APG6+SMC_N	MA+EP1+MA	1441	LBRM_20_2080	eukaryota>euglenozoa>kinetoplastida	Leishmania braziliensis MHOM/BR/75/M2904	GCF_000002845.2
GAQ89733.1	SIG+EP1+EP1+EP1	<-SIG+EP1+EP1+EP1*	SIG+TPH+DUF3584+Kinesin+Hyphal_reg_CWP	SIG+EP1+EP1+EP1	2195	KFL_005560120	eukaryota>viridiplantae	Klebsormidium nitens	GCA_000708835.1
OLP91014.1	CR-Kinase+EP1+EP1+EP1	<-CR-Kinase+EP1+EP1+EP1*<-TM+TM+TM+EP1	Pkinase+Radial_spoke_3+TPR_MLP1_2+DUF3847+DUF5401	CR-Kinase+EP1+EP1+EP1	3825	AK812_SmicGene27349	eukaryota>alveolata	Symbiodinium microadriaticum	GCA_001939145.1
XP_001022964.2	TPR+TPR+MIP-T3+TPR+TPR+TPR+TPR	TPR+TPR+MIP-T3+TPR+TPR+TPR+TPR*->	TPR_12+DUF5401+DUF4670+DMP1+TPR_16+TPR_11+TPR_16+ANAPC3+TPR_16+TPR_12	TPR+TPR+MIP-T3+TPR+TPR+TPR+TPR	2105	TTHERM_00348090	eukaryota>alveolata>ciliophora	Tetrahymena thermophila SB210	GCF_000189635.1
CEM28618.1	SIG+IG+IG+IG+Nop52+EP1+EP1+EP1+EP1+EP1	SIG+IG+IG+IG+Nop52+EP1+EP1+EP1+EP1+EP1*->	SIG+DUF2125+SerH+DUF5401+Myosin_tail_1+ARGLU	SIG+IG+IG+IG+Nop52+EP1+EP1+EP1+EP1+EP1	6069	Vbra_17728	eukaryota>alveolata	Vitrella brassicaformis CCMP3155	GCA_001179505.1
XP_001446057.1	SIG+TM+TM+TM+TM+TM+TM+EP1+EP1	SIG+TM+TM+TM+TM+TM+TM+EP1+EP1*->	SIG+VSP+VSP+TM+TM+TM+TM+TM+TM+DUF5401	SIG+TM+TM+TM+TM+TM+TM+EP1+EP1	2662	GSPATT00001701001	eukaryota>alveolata>ciliophora	Paramecium tetraurelia strain d4-2	GCF_000165425.1
EJY85637.1	TM+TM+TM+TM+TM+TM+TM+TM+TM+7TMR-DISM+TM+TM+TM+TM+TM+EP1+EP1	TM+TM+TM+TM+TM+TM+TM+TM+TM+7TMR-DISM+TM+TM+TM+TM+TM+EP1+EP1*->	TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+DUF5401+Peptidase_C2+Calpain_III	TM+TM+TM+TM+TM+TM+TM+TM+TM+7TMR-DISM+TM+TM+TM+TM+TM+EP1+EP1	2074	OXYTRI_16378	eukaryota>alveolata>ciliophora	Oxytricha trifallax	GCA_000295675.1
Caps1000014654	EP1+SH3+SH3+SH3+SH3	-	EF-hand_4+MISS+DUF737+ARGLU+SH3_9+SH3_1+SH3_1+SH3_9	EP1+SH3+SH3+SH3+SH3	1159	Caps1000014654	eukaryota>metazoa>annelida	Capitella spI	-
CAF96073.1	EP1+SidE+EP1	<-EP1+SidE+EP1*	Myosin_N+Myosin_head+Myosin_tail_1+Myosin_head+CCDC158	EP1+SidE+EP1	2604	GSTEN:00012973:G:001	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Tetraodon nigroviridis	GCA_000180735.1
XP_001683283.1	SIG+TPR+EP1+EP1	SIG+TPR+EP1+EP1*->	SIG+Myosin_tail_1	SIG+TPR+EP1+EP1	2046	LMJF_22_1320	eukaryota>euglenozoa>kinetoplastida	Leishmania major strain Friedlin	GCF_000002725.2
CBY22733.1	SIG+TM+TM+EP1+EP1	<-SIG+TM+TM+EP1+EP1*	SIG+VSP+Ephrin_rec_like+TM+TM+DUF5401+Mitofilin+DUF5401	SIG+TM+TM+EP1+EP1	6995	GSOID_T00013503001	eukaryota>metazoa>chordata	Oikopleura dioica	GCA_000209535.1
XP_004995747.1	CR-Kinase+MIP-T3	CR-Kinase+MIP-T3*->	Pkinase+Pkinase_C+CCDC158+CNH	CR-Kinase+MIP-T3	1740	PTSG_11974	eukaryota>choanoflagellida	Salpingoeca rosetta	GCF_000188695.1
CEM37825.1	SIG+SidE+CASPASE	<-SIG+SidE+CASPASE*	SIG+DUF3584+Peptidase_C14	SIG+SidE+CASPASE	1452	Vbra_19417	eukaryota>alveolata	Vitrella brassicaformis CCMP3155	GCA_001179505.1
XP_001350083.1	SIG+EP1+TM	SIG+EP1+TM*->	SIG+DUF4207+MAP7+TM	SIG+EP1+TM	3130	PF3D7_1335400	eukaryota>alveolata>apicomplexa	Plasmodium falciparum 3D7	GCF_000002765.4
XP_019856881.1	KELCH+EP1+ZU5	KELCH+EP1+ZU5*->	Kelch_6+Kelch_4+DUF5401+ZU5	KELCH+EP1+ZU5	1359	LOC105314148	eukaryota>metazoa	Amphimedon queenslandica	GCF_000090795.1
ABO96052.1	TM+TSP1+EP1	TM+TSP1+EP1*->	TM+TSP_1+DUF5401	TM+TSP1+EP1	1163	OSTLU_24559	eukaryota>viridiplantae>chlorophyta	Ostreococcus lucimarinus CCE9901	GCA_000092065.1
AKS37260.1	GDResolvase+SidE	<-REC+LuxR-HTH||?->?->DAGKIN->?-><-GDResolvase+SidE*	Resolvase+Recombinase+Zn_ribbon_recom+YlqD+DUF4368	GDResolvase+SidE	492	AFK25_01510	bacteria>firmicutes	Anoxybacillus gonensis	GCA_001187595.1
XP_004345230.2	SIG+VirB11+EP1+EP1	SIG+VirB11+EP1+EP1*->	SIG+Myosin_head+Myosin_tail_1	SIG+VirB11+EP1+EP1	1716	CAOG_06481	eukaryota>ichthyosporea	Capsaspora owczarzaki ATCC 30864	GCF_000151315.2
XP_005831299.1	SidE+EP1+EP1+EP1+EP1	SidE+EP1+EP1+EP1+EP1*->	SMC_N+DUF4659	SidE+EP1+EP1+EP1+EP1	8630	GUITHDRAFT_109770	eukaryota>cryptophyta	Guillardia theta CCMP2712	GCF_000315625.1
ANT64268.1	SbcC+SidE+SidE+SbcC	<-ENDO3<-?<-?<-?<-SbcC+SidE+SidE+SbcC*<-?<-TM+TM+S2P+TM+TM+TM+TM	SMC_N	SbcC+SidE+SidE+SbcC	1184	smc	bacteria>chlorobi	Prosthecochloris sp. CIB 2401	GCA_001687065.1
OJX61312.1	TM+TM+TM+SIGMA-HTH	<-ENDO3<-?||?->SIG+DUF4159->TM+TM+TM+SIGMA-HTH*->?-><-SIG+PurT-ATPgrasp<-?||SIG+Trypsin+PDZ->ABC-ATPase->	TM+TM+TM+I-set+SMC_N+DUF4175	TM+TM+TM+SIGMA-HTH	1159	BGO89_01685	bacteria	'Candidatus Kapabacteria' thiocyanatum	GCA_001899175.1
XP_018086321.1	SFII-RAD3+MA	SFII-RAD3+MA*->	Myosin_N+Myosin_head+Myosin_head+Myosin_tail_1	SFII-RAD3+MA	1313	LOC108698975	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
AHG82373.1	EP1+TRANSGLUTAMINASE	<-EP1+TRANSGLUTAMINASE*	DUF5401+Transglut_core+Herpes_UL32	EP1+TRANSGLUTAMINASE	958	F542_16580	bacteria>proteobacteria>gammaproteobacteria	Bibersteinia trehalosi USDA-ARS-USMARC-188	GCA_000521725.1
ANF82953.1	ABC-ATPase+ABC-ATPase	ABC-ATPase+ABC-ATPase*->	ABC_tran+ABC_tran_Xtn+ABC_tran+ABC_tran_CTD	ABC-ATPase+ABC-ATPase	645	A3K93_12645	bacteria>proteobacteria>gammaproteobacteria	Acinetobacter sp. NCu2D-2	GCA_001647675.1
XP_001686160.1	EP1+MA+MA+EP1+SFII-RAD3+MA+EP1+SIGMA-HTH+EP1+MA	EP1+MA+MA+EP1+SFII-RAD3+MA+EP1+SIGMA-HTH+EP1+MA*->	TPH+SMC_N+SMC_N+APG6+FUSC	EP1+MA+MA+EP1+SFII-RAD3+MA+EP1+SIGMA-HTH+EP1+MA	3167	LMJF_34_0690	eukaryota>euglenozoa>kinetoplastida	Leishmania major strain Friedlin	GCF_000002725.2
AOZ72268.1	SIG+EP1+SIGMA-HTH+SLH	SIG+EP1+SIGMA-HTH+SLH*->SIG+EP1+EP1+SLH->	SIG+BNR_2+Myosin_tail_1+SLH+SLH+SLH	SIG+EP1+SIGMA-HTH+SLH	1392	BK816_02265	bacteria>actinobacteria	Actinomyces sp. VUL4_3	GCA_001856685.1
XP_002612010.1	SUN+SUN+MA+DISCOIDIN+DISCOIDIN+DISCOIDIN+DISCOIDIN+DISCOIDIN+DISCOIDIN	SUN+SUN+MA+DISCOIDIN+DISCOIDIN+DISCOIDIN+DISCOIDIN+DISCOIDIN+DISCOIDIN*->	F5_F8_type_C+F5_F8_type_C+EzrA+Collagen+Spc7+Apolipoprotein+F5_F8_type_C+F5_F8_type_C+F5_F8_type_C+F5_F8_type_C+F5_F8_type_C+F5_F8_type_C	SUN+SUN+MA+DISCOIDIN+DISCOIDIN+DISCOIDIN+DISCOIDIN+DISCOIDIN+DISCOIDIN	3706	BRAFLDRAFT_86969	eukaryota>metazoa>chordata	Branchiostoma floridae	GCF_000003815.1
CBJ28779.1	EP1+EP1+TM+TM+BACTERIALFRINGE+TM+TM+TM+TM+TM+TM	EP1+EP1+TM+TM+BACTERIALFRINGE+TM+TM+TM+TM+TM+TM*->	DUF5401+TM+TM+Glyco_trans_2_3+TM+TM+TM+TM+TM	EP1+EP1+TM+TM+BACTERIALFRINGE+TM+TM+TM+TM+TM+TM	2018	Esi_0120_0014	eukaryota>stramenopiles	Ectocarpus siliculosus	GCA_000310025.1
CAF93221.1	PDZ+EP1+DUF572+EP1	<-PDZ+EP1+DUF572+EP1*	PDZ+Drf_FH1+Myosin_head+Myosin_tail_1+MIP-T3	PDZ+EP1+DUF572+EP1	2754	GSTEN:00008762:G:001	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Tetraodon nigroviridis	GCA_000180735.1
AAS43873.1	SIG+EP1+SLH	<-SIG+EP1+SLH*	SIG+DUF5401+SLH+SLH+SLH+SH3_3+Peptidase_C39_2	SIG+EP1+SLH	939	BCE_4972	bacteria>firmicutes	Bacillus cereus ATCC 10987	GCA_000008005.1
XP_018190187.1	Tox-DDRGK	Tox-DDRGK*->	DDRGK	Tox-DDRGK	502	L228DRAFT_266952	eukaryota>fungi>ascomycota	Xylona heveae TC161	GCF_001619985.1
XP_003872552.1	EP1+Tox-DDRGK+EP1	EP1+Tox-DDRGK+EP1*->	DUF5401+Fibrinogen_BP+Fibrinogen_BP+DUF390+DOCK-C2+DHR-2	EP1+Tox-DDRGK+EP1	2840	LMXM_08_29_0110	eukaryota>euglenozoa>kinetoplastida	Leishmania mexicana MHOM/GT/2001/U1103	GCF_000234665.1
XP_018097738.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	747	LOC108705384	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
ELR14910.1	SIG+FKBP+EP1	SIG+FKBP+EP1*->	SIG+FKBP_C+DUF5401	SIG+FKBP+EP1	1517	ACA1_325260	eukaryota>amoebozoa>acanthamoebidae	Acanthamoeba castellanii str. Neff	GCA_000313135.1
XP_014667635.1	SIG+TM+TM+TM+TM+TM+MIP-T3	SIG+TM+TM+TM+TM+TM+MIP-T3*->	SIG+TM+TM+TM+LMF1+DUF5401	SIG+TM+TM+TM+TM+TM+MIP-T3	856	LOC106809137	eukaryota>metazoa	Priapulus caudatus	GCF_000485595.1
XP_010659613.1	SIG+ZetaToxin+EP1	SIG+ZetaToxin+EP1*->	SIG+Myosin_N+Myosin_head+HCR+DIL	SIG+ZetaToxin+EP1	1593	LOC100266530	eukaryota>viridiplantae	Vitis vinifera	GCF_000003745.3
AEI47348.1	SIG+TM+TM+EP1	<-SIG+TM+TM+EP1*	Peptidase_M56+TM+DUF5401	SIG+TM+TM+EP1	692	Runsl_0911	bacteria>bacteroidetes	Runella slithyformis DSM 19594	GCA_000218895.1
OLP87966.1	MIP-T3+TPR	MIP-T3+TPR*->	DUF5401+Cyanate_lyase+Cohesin_HEAT+TPR_16+Nipped-B_C	MIP-T3+TPR	2757	CYN	eukaryota>alveolata	Symbiodinium microadriaticum	GCA_001939145.1
Caps1000018428	TM+TM+EP1+Nop52+EP1	-	VSP+Ephrin_rec_like+TM+TM+SMC_N	TM+TM+EP1+Nop52+EP1	9363	Caps1000018428	eukaryota>metazoa>annelida	Capitella spI	-
OLP84752.1	TM+BACTERIALFRINGE+TM+TM+TM+EP1+EP1+EP1	TM+BACTERIALFRINGE+TM+TM+TM+EP1+EP1+EP1*->?->?->?->?-><-?<-?||EP1+HINT->	TM+Glyco_tranf_2_3+TM+TM+TM+DUF5401+MAD+DUF5401	TM+BACTERIALFRINGE+TM+TM+TM+EP1+EP1+EP1	3325	AK812_SmicGene34342	eukaryota>alveolata	Symbiodinium microadriaticum	GCA_001939145.1
OIO62898.1	SbcC+SidE+SbcC	<-SbcC+SidE+SbcC*	SMC_N	SbcC+SidE+SbcC	1165	AUJ69_02005	archaea	Candidatus Woesearchaeota archaeon CG1_02_47_18	GCA_001872825.1
XP_002769278.1	SIG+DUF3584	SIG+DUF3584*->	SIG+DUF3584	SIG	735	Pmar_PMAR007692	eukaryota>alveolata	Perkinsus marinus ATCC 50983	GCF_000006405.1
NP_001321039.1	zf-XS+XS+DUF5401	zf-XS+XS+DUF5401*->	zf-XS+XS+DUF5401	-	470	FDM5	eukaryota>viridiplantae	Arabidopsis thaliana	GCF_000001735.4
KNE61725.1	SIG+ANK+EP1+VirB5+EP1	<-SIG+ANK+EP1+VirB5+EP1*	SIG+Ank_2+Ank_2+Herpes_BLLF1+Herpes_BLLF1+DUF3584	SIG+ANK+EP1+VirB5+EP1	2756	AMAG_06527	eukaryota>fungi	Allomyces macrogynus ATCC 38327	GCA_000151295.1
XP_011671041.1	FERM+FERM+FHA+PDZ+EP1+Tox-DDRGK	FERM+FERM+FHA+PDZ+EP1+Tox-DDRGK*->	RA+RA+DIL+PDZ+DUF5401	FERM+FERM+FHA+PDZ+EP1+Tox-DDRGK	2239	LOC589923	eukaryota>metazoa>echinodermata	Strongylocentrotus purpuratus	-
XP_004989604.1	SIG+EP1+LIM	SIG+EP1+LIM*->	SIG+QWRF+MAD+LIM	SIG+EP1+LIM	946	PTSG_09345	eukaryota>choanoflagellida	Salpingoeca rosetta	GCF_000188695.1
YP_009333323.1	EP1+EP1+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+35exo+GspA-ATPase	EP1+EP1+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+35exo+GspA-ATPase*->	SMC_N+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+Peptidase_C62+TM+TM+TM+TM+RdRP_1+Viral_helicase1	EP1+EP1+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+35exo+GspA-ATPase	7195	BVF18_gp1	viruses	Beihai hermit crab virus 4	GCF_001926075.1
EJY74552.1	SIG+SbcC+SIGMA-HTH+SidE+SbcC	SIG+SbcC+SIGMA-HTH+SidE+SbcC*->	SIG+SMC_N	SIG+SbcC+SIGMA-HTH+SidE+SbcC	1393	OXYTRI_04190	eukaryota>alveolata>ciliophora	Oxytricha trifallax	GCA_000295675.1
XP_004253630.1	RhoGAP+HMMR_N	RhoGAP+HMMR_N*->	RhoGAP+HMMR_N	-	617	EIN_044070	eukaryota>amoebozoa>entamoebidae	Entamoeba invadens IP1	GCF_000330505.1
XP_011393032.1	SIG+EP1+EP1+SidE	SIG+EP1+EP1+SidE*->	SIG+TPH+PAT1+AAA_13	SIG+EP1+EP1+SidE	10642	NCU02793	eukaryota>fungi>ascomycota	Neurospora crassa OR74A	GCF_000182925.2
CBJ29449.1	MA+MA+EP1	MA+MA+EP1*->	Kinesin+Herpes_BLLF1+Myosin_tail_1	MA+MA+EP1	2447	Esi_0147_0025	eukaryota>stramenopiles	Ectocarpus siliculosus	GCA_000310025.1
CEM35428.1	EP1+PTSEIIA1	EP1+PTSEIIA1*->	SCP-1	EP1+PTSEIIA1	895	Vbra_22870	eukaryota>alveolata	Vitrella brassicaformis CCMP3155	GCA_001179505.1
XP_001833851.1	MIP-T3+EP1+EP1	MIP-T3+EP1+EP1*->	DUF1777+CEP63+ARGLU	MIP-T3+EP1+EP1	1988	CC1G_01528	eukaryota>fungi>basidiomycota	Coprinopsis cinerea okayama7	NA
ELR14468.1	SFII-RAD3+PH	SFII-RAD3+PH*->	CH+CH+CALCOCO1+PH	SFII-RAD3+PH	810	ACA1_191880	eukaryota>amoebozoa>acanthamoebidae	Acanthamoeba castellanii str. Neff	GCA_000313135.1
XP_002593850.1	TM+CR-Kinase+DED+EP1	TM+CR-Kinase+DED+EP1*->	TM+Pkinase+GBP+GBP_C+DED+GBP+GBP_C	TM+CR-Kinase+DED+EP1	1913	BRAFLDRAFT_75690	eukaryota>metazoa>chordata	Branchiostoma floridae	GCF_000003815.1
ANW21397.1	Tox-DDRGK+EP1+Ntox38	Tox-DDRGK+EP1+Ntox38*->	DUF5401+Tcp10_C	Tox-DDRGK+EP1+Ntox38	1076	BB341_25900	bacteria>actinobacteria	Streptomyces clavuligerus	GCA_001693675.1
YP_009301097.1	TM+TM+EP1+TM+TM+TM+Lysozyme	TM+TM+EP1+TM+TM+TM+Lysozyme*->	Myosin_tail_1+TM+TM+DUF5401+TM+TM+Phage_HK97_TLTM+SLT	TM+TM+EP1+TM+TM+TM+Lysozyme	2765	43	viruses>caudovirales	Gordonia phage Yvonnetastic	GCF_001754305.1
GAT98712.1	EP1+SIGMA-HTH	EP1+SIGMA-HTH*->	SMC_N	EP1+SIGMA-HTH	1306	CL6EHI_129520	eukaryota>amoebozoa>entamoebidae	Entamoeba histolytica	GCA_001662325.1
ADY59948.1	FHA+SFII-RAD3	FHA+SFII-RAD3*->ADH_N+ADH_zinc_N->PCNA->	FHA+CALCOCO1	FHA+SFII-RAD3	1144	Plabr_2346	bacteria>planctomycetes	Rubinisphaera brasiliensis DSM 5305	GCA_000165715.3
ANS80196.1	SIG+EP1+TM+TM+TM+TM+TM+TM+TM+5TMR-LYT	<-SIG+EP1+TM+TM+TM+TM+TM+TM+TM+5TMR-LYT*<-?<-SIG+TM+TM+TM+TM+TM+TM+TM	SIG+Spc7+TM+MMPL+TM+MMPL	SIG+EP1+TM+TM+TM+TM+TM+TM+TM+5TMR-LYT	939	SGUI_2800	bacteria>actinobacteria	Serinicoccus sp. JLT9	GCA_001685415.1
XP_012759217.1	SWACOS+SidE+SidE	SWACOS+SidE+SidE*->	Myosin_head+IQ+Myosin_tail_1+DIL	SWACOS+SidE+SidE	2207	SAMD00019534_003300	eukaryota>amoebozoa>mycetozoa>dictyosteliida	Acytostelium subglobosum LB1	GCF_000787575.1
XP_002953746.1	EP1+EP1+EP1	EP1+EP1+EP1*->	DUF3584	EP1+EP1+EP1	3056	VOLCADRAFT_106095	eukaryota>viridiplantae>chlorophyta	Volvox carteri f. nagariensis	GCF_000143455.1
XP_011121995.1	APATPase+TPR+TPR+TPR+TPR+EP1	APATPase+TPR+TPR+TPR+TPR+EP1*->	TPR_12+TPR_12+TPR_12+TPR_12+DUF5401	APATPase+TPR+TPR+TPR+TPR+EP1	1690	AOL_s00078g430	eukaryota>fungi>ascomycota	Arthrobotrys oligospora ATCC 24927	GCF_000225545.1
AGK61517.1	TM+Phage-tail-tape+TM+TM+TM+EP1	TM+Phage-tail-tape+TM+TM+TM+EP1*->	TM+PhageMin_Tail+TM+TM+TM+DUF5401	TM+Phage-tail-tape+TM+TM+TM+EP1	988	Asulf_01539	archaea>euryarchaeota	Archaeoglobus sulfaticallidus PM70-1	GCA_000385565.1
OLP96667.1	SIG+IMM+PEP-utilisers+PEP-utilisers-C+FHA+EP1+TM+TM+TM+TM+TM+TM+DEAM-DYW+BetaPropeller+RING	<-SIG+IMM+PEP-utilisers+PEP-utilisers-C+FHA+EP1+TM+TM+TM+TM+TM+TM+DEAM-DYW+BetaPropeller+RING*	SIG+TM+TM+TM+Glyco_transf_34+PPDK_N+PEP-utilizers+PEP-utilizers_C+FHA+DUF5401+TM+TM+TM+PAP2_C+zf-RING_2	SIG+IMM+PEP-utilisers+PEP-utilisers-C+FHA+EP1+TM+TM+TM+TM+TM+TM+DEAM-DYW+BetaPropeller+RING	4540	ppdK	eukaryota>alveolata	Symbiodinium microadriaticum	GCA_001939145.1
XP_002955333.1	SIG+EP1+EP1+EP1+EP1+PP2C	SIG+EP1+EP1+EP1+EP1+PP2C*->	SIG+DUF3584+MISS	SIG+EP1+EP1+EP1+EP1+PP2C	2992	VOLCADRAFT_96188	eukaryota>viridiplantae>chlorophyta	Volvox carteri f. nagariensis	GCF_000143455.1
XP_766355.1	MIP-T3	MIP-T3*->	MT+Dynein_heavy	MIP-T3	1214	TP01_0834	eukaryota>alveolata>apicomplexa	Theileria parva strain Muguga	GCF_000165365.1
EFA82998.1	EP1+TM	<-EP1+TM*	DUF4670+TPH+EGF_2+TM	EP1+TM	1705	PPL_03778	eukaryota>amoebozoa>mycetozoa	Heterostelium album PN500	GCA_000004825.1
EJK63037.1	EP1+SidE	EP1+SidE*->	CALCOCO1+Kinesin	EP1+SidE	1085	THAOC_16325	eukaryota>stramenopiles	Thalassiosira oceanica	GCA_000296195.2
Bcir1000000964	SFII-RAD3	-	Kinesin+CCDC158	SFII-RAD3	1007	Bcir1000000964	eukaryota>fungi>mucoromycotina	Backusella circina	-
ACK71955.1	CASPASE+MIP-T3+FGE-sulfatase	<-CASPASE+MIP-T3+FGE-sulfatase*	Peptidase_C14+DUF5401+FGE-sulfatase	CASPASE+MIP-T3+FGE-sulfatase	925	PCC7424_3565	bacteria>cyanobacteria	Gloeothece citriformis PCC 7424	GCA_000021825.1
AHG88924.1	PAS+GAF+HISKIN	PAS+GAF+HISKIN*->	PAS_3+Spc7+HisKA+HATPase_c	PAS+GAF+PspA+HISKIN	721	J421_1387	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	GCA_000522985.1
OBQ40653.1	SbcC+SIGMA-HTH+SbcC	SbcC+SIGMA-HTH+SbcC*->	AAA_23+CCDC158+SbcCD_C	SbcC+SIGMA-HTH+SbcC	1008	AN487_01040	bacteria>cyanobacteria	Anabaena sp. CRKS33	GCA_001672075.1
BAP55871.1	TIR+TIR+TIR+EP1+BetaPropeller	<-TIR+TIR+TIR+EP1+BetaPropeller*	TIR_2+TIR_2+TIR_2+DUF4670+TPH+WD40+WD40+WD40+WD40+WD40+WD40+WD40+WD40+WD40+WD40+WD40+WD40+WD40+WD40+WD40	TIR+TIR+TIR+EP1+BetaPropeller	2013	THII_1574	bacteria>proteobacteria>gammaproteobacteria	Thioploca ingrica	GCA_000828835.1
OLP93037.1	SIG+EP1+TPR+TPR	<-SIG+EP1+TPR+TPR*	SIG+PARM+ERM+TPR_12+PP-binding	SIG+EP1+TPR+TPR	1310	AK812_SmicGene25095	eukaryota>alveolata	Symbiodinium microadriaticum	GCA_001939145.1
KXJ24010.1	MIP-T3+TM+TM+RING+BBOX	<-MIP-T3+TM+TM+RING+BBOX*	HOOK+TM+TM+zf-C3HC4+zf-B_box+Filamin	MIP-T3+TM+TM+RING+BBOX	1059	AC249_AIPGENE25585	eukaryota>metazoa>cnidaria	Exaiptasia pallida	GCA_001417965.1
KPK70924.1	SIG+TM+TM+MA	SIG+DUF4159->SIG+TM+TM+MA*->	SIG+TM+TM+DUF812+DUF4175	SIG+TM+TM+MA	1009	AMJ87_08155	bacteria	candidate division WOR_3 bacterium SM23_60	GCA_001303805.1
AOR38045.1	TM+EP1+SidE	<-TPR+TPR||?-><-TM+EP1+SidE*	TM+CALCOCO1+PARM	TM+EP1+SidE	991	BHV42_02030	bacteria	Candidatus Melainabacteria bacterium MEL.A1	GCA_001765415.1
ADW16718.1	SAM-methylase+MA	<-SAM-methylase+MA*	Methyltransf_11+Tropomyosin	SAM-methylase+MA	586	Despr_0540	bacteria>proteobacteria>deltaproteobacteria	Desulfobulbus propionicus DSM 2032	GCA_000186885.1
OLP94406.1	SIG+EP1+TM+TM+TM+TM	<-SIG+EP1+TM+TM+TM+TM*	SIG+TPH+TM+TM+TM+TM	SIG+EP1+TM+TM+TM+TM	1721	AK812_SmicGene23574	eukaryota>alveolata	Symbiodinium microadriaticum	GCA_001939145.1
ANZ33870.1	MIP-T3+VirB5+PTSEIIA1	<-MIP-T3+VirB5+PTSEIIA1*	CCDC158+PhageMin_Tail+DUF5401+Peptidase_M23	MIP-T3+VirB5+PTSEIIA1	2240	BEK99_08755	bacteria>firmicutes	Staphylococcus carnosus	GCA_001701005.1
XP_003876598.1	SIG+EP1+EP1+EP1+EP1+EP1+TM	SIG+EP1+EP1+EP1+EP1+EP1+TM*->	SIG+MAP7+TPH+TPH+TPH+TM	SIG+EP1+EP1+EP1+EP1+EP1+TM	1346	LMXM_27_0240	eukaryota>euglenozoa>kinetoplastida	Leishmania mexicana MHOM/GT/2001/U1103	GCF_000234665.1
OLP86066.1	SIG+EP1+HECT+EP1+EP1+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM	SIG+EP1+HECT+EP1+EP1+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM*->	SIG+HCR+PPR_2+PPR_3+PPR_2+PPR_3+HECT+DUF5401+ERM+TM+Aa_trans+TM	SIG+EP1+HECT+EP1+EP1+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM	3965	Ube3c	eukaryota>alveolata	Symbiodinium microadriaticum	GCA_001939145.1
XP_766095.1	EP1+EP1+EP1+TM	EP1+EP1+EP1+TM*->	Myosin_tail_1+TM	EP1+EP1+EP1+TM	1947	TP01_0576	eukaryota>alveolata>apicomplexa	Theileria parva strain Muguga	GCF_000165365.1
CEG56486.1	DNAJ+MIP-T3	<-DNAJ+MIP-T3*	DnaJ+DUF5401	DNAJ+MIP-T3	884	LFA_1047	bacteria>proteobacteria>gammaproteobacteria	Legionella fallonii LLAP-10	GCA_000953135.1
